loan_id,applicant_age,gender,marital_status,employee_status,residence_type,loan_purpose,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_interest,loan_percent_income,active_loans,loan_status
4846,78,Women,Single,self employed,OWN,Vehicle,4500000,16600000,4,679,10300000,3100000,11700000,5000000,4.97,4,2,Approved
4847,47,Men,Single,self employed,RENT,Business,500000,1800000,8,877,100000,200000,1100000,600000,6.03,8,2,Approved
4848,56,Women,Married,student,RENT,Home Renovation,4200000,11000000,20,817,6700000,2400000,11700000,6100000,3.18,8,1,Approved
4849,70,Women,Married,employed,MORTGAGE,Vehicle,9100000,23300000,18,792,800000,12600000,32100000,12400000,3.22,14,2,Approved
4850,46,Women,Married,self employed,OWN,Vehicle,3200000,12800000,18,664,6300000,3400000,7600000,2100000,7.36,7,3,Approved
4851,40,Women,Married,student,MORTGAGE,Medical,6200000,21300000,16,882,11800000,3500000,12900000,4100000,6.18,20,5,Approved
4852,77,Men,Married,self employed,MORTGAGE,Education,2500000,7700000,10,768,4500000,400000,8000000,2600000,2.07,12,2,Approved
4853,40,Men,Single,self employed,RENT,Personal,9100000,27100000,12,787,24300000,2900000,34800000,9500000,4.02,9,5,Approved
4854,76,Women,Single,employed,MORTGAGE,Vehicle,500000,900000,12,538,0,700000,1500000,300000,1.73,16,2,Rejected
4855,25,Men,Single,self employed,OWN,Education,6900000,18000000,8,347,16400000,9300000,18300000,8700000,8.3,8,3,Rejected
4856,24,Women,Married,self employed,RENT,Medical,4000000,14500000,2,713,6200000,4900000,12200000,4700000,0.93,0,5,Approved
4857,49,Men,Single,employed,RENT,Business,3900000,12300000,10,683,1000000,700000,11700000,2400000,0.29,8,3,Approved
4858,64,Women,Single,student,RENT,Education,8000000,28100000,18,765,24000000,10500000,17700000,8200000,1.43,20,2,Approved
4859,70,Women,Married,student,RENT,Business,900000,3200000,10,803,1600000,1700000,2300000,800000,4.34,0,4,Approved
4860,75,Women,Single,employed,RENT,Business,8200000,29700000,6,405,3900000,800000,23900000,5700000,4.76,5,5,Rejected
4861,32,Women,Single,self employed,RENT,Home Renovation,2300000,4900000,4,529,6200000,3900000,9200000,2000000,4.77,1,4,Rejected
4862,77,Women,Married,employed,MORTGAGE,Education,6900000,19400000,6,801,10100000,9400000,17000000,5500000,4.9,16,4,Approved
4863,67,Women,Married,student,MORTGAGE,Personal,8800000,30700000,12,707,15000000,100000,32800000,8000000,4.33,7,4,Approved
4864,35,Women,Married,self employed,RENT,Education,2600000,7200000,8,349,5900000,1400000,9400000,3000000,3.38,6,5,Rejected
4865,35,Women,Married,self employed,RENT,Education,2600000,7200000,8,349,5900000,1400000,9400000,3000000,3.38,6,5,Rejected
4866,35,Women,Married,self employed,RENT,Education,2600000,7200000,8,349,5900000,1400000,9400000,3000000,3.38,6,5,Rejected
4867,35,Women,Married,self employed,RENT,Education,2600000,7200000,8,349,5900000,1400000,9400000,3000000,3.38,6,5,Rejected
4868,35,Women,Married,self employed,RENT,Education,2600000,7200000,8,349,5900000,1400000,9400000,3000000,3.38,6,5,Rejected
4869,35,Women,Married,self employed,RENT,Education,2600000,7200000,8,349,5900000,1400000,9400000,3000000,3.38,6,5,Rejected
4870,27,Women,Single,self employed,OWN,Medical,3700000,8700000,20,885,6200000,3500000,10900000,2600000,7.08,15,1,Approved
4871,76,Women,Married,self employed,OWN,Home Renovation,6200000,23800000,4,489,2900000,7500000,21300000,3300000,4.73,3,2,Approved
4872,80,Men,Married,student,OWN,Education,1000000,2600000,6,341,2900000,1700000,3600000,1100000,4.39,20,2,Rejected
4873,80,Men,Married,student,OWN,Education,1000000,2600000,6,341,2900000,1700000,3600000,1100000,4.39,20,2,Rejected
4874,39,Men,Married,self employed,MORTGAGE,Personal,6000000,20000000,12,637,10800000,4300000,20000000,8600000,1.59,10,5,Approved
4875,39,Women,Married,student,MORTGAGE,Education,9100000,31400000,4,304,14100000,16700000,30200000,9600000,6.02,18,1,Approved
4876,80,Women,Single,self employed,RENT,Home Renovation,1700000,4600000,12,503,900000,2200000,4800000,1200000,5.01,11,5,Rejected
4877,76,Women,Married,self employed,RENT,Home Renovation,7100000,14300000,12,720,4600000,500000,27300000,8400000,9.11,20,5,Approved
4878,24,Men,Single,self employed,MORTGAGE,Personal,9400000,36800000,10,509,20700000,7400000,22400000,6300000,1.49,11,2,Rejected
4879,24,Men,Single,self employed,MORTGAGE,Personal,9400000,36800000,10,509,20700000,7400000,22400000,6300000,1.49,11,2,Rejected
4880,24,Men,Single,self employed,MORTGAGE,Personal,9400000,36800000,10,509,20700000,7400000,22400000,6300000,1.49,11,2,Rejected
4881,57,Men,Married,employed,OWN,Personal,6200000,16400000,6,360,900000,7200000,22400000,6300000,2.98,5,4,Rejected
4882,76,Men,Single,student,OWN,Home Renovation,8300000,31800000,16,818,23400000,7400000,32200000,8500000,9.77,6,2,Approved
4883,25,Men,Single,student,OWN,Vehicle,8900000,21200000,8,716,5400000,9200000,23800000,7900000,3.03,5,4,Approved
4884,59,Men,Single,employed,MORTGAGE,Business,6500000,14800000,12,360,3500000,2100000,15000000,7300000,1.0,9,5,Rejected
4885,59,Men,Single,employed,MORTGAGE,Business,6500000,14800000,12,360,3500000,2100000,15000000,7300000,1.0,9,5,Rejected
4886,59,Men,Single,employed,MORTGAGE,Business,6500000,14800000,12,360,3500000,2100000,15000000,7300000,1.0,9,5,Rejected
4887,25,Men,Married,self employed,MORTGAGE,Medical,8100000,26700000,10,895,5100000,9800000,17100000,9900000,2.52,6,2,Approved
4888,25,Men,Single,student,OWN,Business,4900000,13500000,8,328,10500000,8100000,18300000,3400000,2.58,15,5,Rejected
4889,25,Men,Single,student,OWN,Business,4900000,13500000,8,328,10500000,8100000,18300000,3400000,2.58,15,5,Rejected
4890,25,Men,Single,student,OWN,Business,4900000,13500000,8,328,10500000,8100000,18300000,3400000,2.58,15,5,Rejected
4891,48,Men,Married,employed,RENT,Medical,9100000,26600000,2,812,23300000,11900000,33100000,10400000,3.96,4,5,Approved
4892,46,Men,Single,student,OWN,Home Renovation,9000000,33100000,16,456,23800000,7000000,26000000,7100000,0.81,8,2,Rejected
4893,37,Men,Single,student,RENT,Personal,1300000,3900000,16,566,700000,200000,3400000,1600000,9.02,17,2,Approved
4894,68,Women,Married,student,OWN,Personal,6700000,25000000,20,598,5300000,12900000,13600000,7000000,4.71,7,2,Approved
4895,68,Women,Married,student,RENT,Business,3200000,9300000,6,656,7000000,3200000,12700000,4200000,1.06,10,2,Approved
4896,21,Men,Single,employed,MORTGAGE,Home Renovation,7500000,28700000,2,895,2000000,4100000,21500000,7200000,8.14,0,3,Approved
4897,59,Men,Married,employed,RENT,Education,4900000,12800000,14,653,7300000,1000000,13000000,7200000,7.21,15,4,Approved
4898,57,Men,Single,student,RENT,Vehicle,700000,1800000,16,641,2100000,400000,1600000,900000,4.73,15,3,Approved
4899,58,Men,Married,employed,OWN,Personal,6400000,16500000,8,544,12100000,6300000,15200000,5400000,7.64,14,4,Rejected
4900,76,Men,Single,employed,OWN,Home Renovation,3900000,14100000,20,811,5700000,3600000,10500000,5300000,8.36,5,3,Approved
4901,67,Men,Married,student,RENT,Education,9700000,26900000,10,460,11400000,3900000,31400000,9300000,6.04,7,2,Rejected
4902,67,Men,Married,student,RENT,Education,9700000,26900000,10,460,11400000,3900000,31400000,9300000,6.04,7,2,Rejected
4903,73,Women,Married,employed,MORTGAGE,Education,3600000,12500000,12,795,10600000,2700000,11100000,4800000,7.09,17,4,Approved
4904,27,Women,Single,employed,OWN,Vehicle,3400000,10300000,4,745,4900000,4000000,10000000,3900000,3.07,11,2,Approved
4905,45,Men,Married,student,OWN,Business,9800000,20100000,16,606,6200000,800000,37300000,8700000,2.99,5,5,Approved
4906,54,Women,Single,self employed,OWN,Business,5100000,14200000,6,451,6100000,7600000,11400000,5600000,0.95,11,2,Rejected
4907,54,Women,Single,self employed,OWN,Business,5100000,14200000,6,451,6100000,7600000,11400000,5600000,0.95,11,2,Rejected
4908,54,Women,Single,self employed,OWN,Business,5100000,14200000,6,451,6100000,7600000,11400000,5600000,0.95,11,2,Rejected
4909,25,Men,Married,self employed,RENT,Personal,1200000,2400000,14,495,1800000,1800000,4100000,1300000,7.89,4,1,Rejected
4910,25,Men,Married,self employed,RENT,Personal,1200000,2400000,14,495,1800000,1800000,4100000,1300000,7.89,4,1,Rejected
4911,25,Men,Married,self employed,RENT,Personal,1200000,2400000,14,495,1800000,1800000,4100000,1300000,7.89,4,1,Rejected
4912,25,Men,Married,self employed,RENT,Personal,1200000,2400000,14,495,1800000,1800000,4100000,1300000,7.89,4,1,Rejected
4913,25,Men,Married,self employed,RENT,Personal,1200000,2400000,14,495,1800000,1800000,4100000,1300000,7.89,4,1,Rejected
4914,32,Men,Single,student,OWN,Vehicle,9700000,30200000,14,769,23700000,13600000,26400000,7500000,1.98,8,2,Approved
4915,23,Women,Married,employed,RENT,Business,4700000,11800000,4,639,3600000,700000,9400000,5500000,9.69,8,1,Approved
4916,40,Women,Single,employed,RENT,Medical,4200000,12500000,18,723,1200000,300000,12900000,6100000,3.33,0,1,Approved
4917,69,Men,Married,employed,OWN,Home Renovation,9300000,26100000,16,623,11700000,10500000,21100000,10700000,0.83,9,3,Approved
4918,21,Women,Married,self employed,OWN,Medical,5300000,20800000,6,487,9700000,3400000,18500000,4200000,3.17,9,1,Rejected
4919,21,Women,Married,self employed,OWN,Medical,5300000,20800000,6,487,9700000,3400000,18500000,4200000,3.17,9,1,Rejected
4920,21,Women,Married,self employed,OWN,Medical,5300000,20800000,6,487,9700000,3400000,18500000,4200000,3.17,9,1,Rejected
4921,21,Women,Married,self employed,OWN,Medical,5300000,20800000,6,487,9700000,3400000,18500000,4200000,3.17,9,1,Rejected
4922,69,Men,Married,employed,MORTGAGE,Business,7600000,30100000,2,743,20700000,8700000,27600000,9600000,0.68,7,2,Approved
4923,46,Men,Married,employed,MORTGAGE,Vehicle,6200000,16900000,12,754,2300000,4200000,15300000,7900000,0.79,1,2,Approved
4924,45,Men,Married,student,OWN,Vehicle,8900000,21600000,10,552,2300000,9900000,20700000,11900000,4.57,11,2,Approved
4925,53,Men,Single,self employed,RENT,Education,7900000,27300000,10,560,23100000,14400000,28500000,10900000,3.52,18,4,Approved
4926,73,Men,Single,self employed,OWN,Home Renovation,3500000,10800000,14,632,6900000,1500000,10900000,4200000,4.4,7,2,Approved
4927,41,Men,Married,self employed,RENT,Business,5300000,16700000,18,339,4600000,3300000,12000000,4100000,6.78,18,3,Rejected
4928,41,Men,Married,self employed,RENT,Business,5300000,16700000,18,339,4600000,3300000,12000000,4100000,6.78,18,3,Rejected
4929,23,Women,Single,employed,OWN,Business,1400000,3100000,4,881,3700000,400000,5000000,1100000,8.33,13,5,Approved
4930,57,Women,Single,employed,MORTGAGE,Medical,9100000,23600000,20,535,2800000,17600000,26400000,4500000,2.19,0,1,Rejected
4931,56,Women,Single,employed,OWN,Medical,4400000,17200000,4,563,4100000,3700000,12700000,2900000,3.28,13,3,Approved
4932,32,Women,Single,employed,OWN,Vehicle,2800000,8200000,14,615,7400000,3300000,6700000,2700000,7.28,14,5,Approved
4933,51,Women,Married,self employed,MORTGAGE,Vehicle,1300000,3300000,8,795,1400000,800000,4600000,1600000,2.78,19,1,Approved
4934,68,Women,Married,student,RENT,Education,8400000,28700000,14,878,23400000,8300000,23900000,8600000,9.07,14,4,Approved
4935,44,Women,Married,student,RENT,Vehicle,5300000,14000000,6,633,11800000,4500000,12800000,6100000,8.04,19,4,Approved
4936,54,Women,Single,self employed,MORTGAGE,Medical,6000000,13900000,4,533,3000000,9600000,14600000,4100000,1.95,3,3,Rejected
4937,54,Men,Married,self employed,RENT,Personal,2100000,6800000,12,795,6100000,1900000,7200000,2400000,4.41,1,1,Approved
4938,39,Women,Married,self employed,OWN,Vehicle,4300000,11000000,4,374,7100000,7300000,9300000,4700000,0.93,11,4,Rejected
4939,39,Women,Married,self employed,OWN,Vehicle,4300000,11000000,4,374,7100000,7300000,9300000,4700000,0.93,11,4,Rejected
4940,29,Men,Single,student,RENT,Home Renovation,7300000,22900000,12,848,6300000,2900000,28500000,4100000,9.65,5,1,Approved
4941,71,Women,Married,student,MORTGAGE,Business,5200000,16200000,12,890,10500000,9600000,15800000,3900000,7.18,12,3,Approved
4942,70,Women,Married,student,RENT,Vehicle,4700000,9800000,14,444,8200000,300000,15700000,3800000,3.62,20,5,Rejected
4943,22,Women,Single,student,OWN,Personal,7800000,28500000,4,803,15500000,11300000,21100000,9800000,9.46,18,5,Approved
4944,46,Women,Single,self employed,OWN,Education,500000,1900000,18,618,-100000,600000,1000000,400000,7.93,8,4,Approved
4945,44,Men,Single,employed,RENT,Business,6000000,20300000,14,845,5000000,7800000,23700000,8700000,6.09,7,2,Approved
4946,77,Men,Married,self employed,MORTGAGE,Vehicle,4800000,10800000,12,833,3000000,4000000,16400000,7100000,3.57,13,3,Approved
4947,34,Men,Married,employed,OWN,Medical,8900000,19300000,12,767,12000000,2200000,24700000,7700000,6.13,8,1,Approved
4948,75,Women,Married,employed,OWN,Business,1800000,4000000,16,747,700000,200000,4600000,900000,2.62,11,4,Approved
4949,76,Men,Married,employed,RENT,Business,3000000,7000000,4,588,5300000,3400000,11900000,3400000,6.77,20,2,Approved
4950,37,Women,Single,employed,MORTGAGE,Personal,7700000,24500000,20,582,9800000,6600000,29100000,6500000,3.88,7,4,Approved
4951,50,Men,Single,employed,OWN,Business,4200000,9400000,4,726,10000000,8100000,16100000,5500000,1.02,13,2,Approved
4952,45,Men,Single,student,RENT,Medical,8000000,31200000,6,482,19800000,11500000,22200000,5700000,8.26,1,1,Rejected
4953,49,Men,Single,self employed,OWN,Business,9400000,30000000,16,565,1200000,3900000,28200000,9000000,5.61,18,2,Approved
4954,30,Women,Single,student,MORTGAGE,Medical,800000,2400000,16,872,2400000,1200000,1900000,900000,7.8,18,5,Approved
4955,28,Men,Married,employed,RENT,Home Renovation,500000,1300000,4,825,600000,0,1800000,200000,9.79,0,4,Approved
4956,55,Men,Single,student,RENT,Personal,6100000,22300000,8,694,16200000,10900000,22900000,7200000,4.39,4,4,Approved
4957,76,Women,Married,student,RENT,Business,8500000,30800000,20,448,23000000,1400000,22900000,7900000,7.42,15,1,Rejected
4958,76,Women,Married,student,RENT,Business,8500000,30800000,20,448,23000000,1400000,22900000,7900000,7.42,15,1,Rejected
4959,76,Women,Married,student,RENT,Business,8500000,30800000,20,448,23000000,1400000,22900000,7900000,7.42,15,1,Rejected
4960,71,Women,Married,self employed,MORTGAGE,Business,7600000,18000000,12,452,7900000,4300000,23800000,4700000,2.25,5,5,Rejected
4961,26,Men,Married,student,OWN,Medical,8700000,17900000,12,897,16400000,3500000,31600000,12500000,1.9,0,1,Approved
4962,64,Men,Single,student,MORTGAGE,Vehicle,9400000,20200000,10,803,24800000,1000000,34400000,4800000,6.95,19,3,Approved
4963,60,Women,Married,student,MORTGAGE,Medical,400000,900000,8,828,600000,500000,1500000,300000,4.28,12,4,Approved
4964,62,Men,Single,student,RENT,Business,2700000,7500000,6,832,7700000,1200000,10000000,2500000,2.36,4,2,Approved
4965,69,Men,Married,employed,OWN,Medical,2300000,5500000,6,861,1600000,1200000,4700000,1700000,7.42,4,1,Approved
4966,44,Women,Single,student,OWN,Business,7500000,15900000,2,535,17500000,5700000,23600000,4500000,5.65,5,3,Rejected
4967,44,Women,Single,student,OWN,Business,7500000,15900000,2,535,17500000,5700000,23600000,4500000,5.65,5,3,Rejected
4968,48,Men,Single,student,MORTGAGE,Education,7100000,19400000,16,363,17900000,2600000,22600000,4000000,2.55,10,5,Rejected
4969,28,Men,Single,student,OWN,Education,8800000,28600000,8,631,11000000,13200000,25000000,7700000,3.06,8,1,Approved
4970,32,Women,Single,student,RENT,Education,4700000,16200000,16,317,12700000,400000,9400000,2500000,1.39,17,2,Rejected
4971,32,Women,Single,student,RENT,Education,4700000,16200000,16,317,12700000,400000,9400000,2500000,1.39,17,2,Rejected
4972,48,Men,Single,employed,RENT,Personal,6900000,19500000,2,809,6100000,10600000,22900000,9300000,9.34,8,3,Approved
4973,52,Men,Married,self employed,OWN,Home Renovation,2400000,8200000,10,531,6800000,1900000,5700000,2000000,8.13,1,4,Rejected
4974,52,Women,Married,self employed,RENT,Medical,1600000,4800000,14,544,2200000,200000,6200000,1200000,8.16,2,1,Rejected
4975,52,Women,Married,self employed,RENT,Medical,1600000,4800000,14,544,2200000,200000,6200000,1200000,8.16,2,1,Rejected
4976,28,Women,Single,self employed,MORTGAGE,Education,3500000,7800000,14,366,6400000,3000000,13700000,4900000,0.81,4,2,Rejected
4977,64,Women,Married,student,RENT,Home Renovation,3700000,12700000,14,797,1300000,1100000,12300000,3700000,3.83,10,1,Approved
4978,48,Women,Single,student,OWN,Home Renovation,3200000,12000000,16,597,6800000,1900000,7700000,2200000,6.66,4,1,Approved
4979,62,Men,Single,employed,RENT,Home Renovation,7000000,22500000,12,632,12500000,4600000,20400000,4900000,7.09,4,1,Approved
4980,53,Women,Single,employed,RENT,Personal,9300000,28300000,12,741,7600000,12900000,32400000,5200000,4.08,16,1,Approved
4981,60,Women,Married,self employed,MORTGAGE,Personal,200000,800000,20,331,300000,0,500000,100000,7.19,8,1,Rejected
4982,52,Women,Married,student,MORTGAGE,Business,6900000,16500000,8,426,3900000,5200000,18300000,9000000,9.55,9,1,Rejected
4983,52,Women,Married,student,MORTGAGE,Business,6900000,16500000,8,426,3900000,5200000,18300000,9000000,9.55,9,1,Rejected
4984,52,Women,Married,student,MORTGAGE,Business,6900000,16500000,8,426,3900000,5200000,18300000,9000000,9.55,9,1,Rejected
4985,52,Women,Married,student,MORTGAGE,Business,6900000,16500000,8,426,3900000,5200000,18300000,9000000,9.55,9,1,Rejected
4986,55,Men,Single,employed,OWN,Home Renovation,7500000,25100000,14,877,21000000,11400000,16900000,10700000,2.49,11,4,Approved
4987,50,Women,Married,student,MORTGAGE,Vehicle,4600000,12700000,8,468,10400000,0,14500000,3900000,5.35,7,2,Rejected
4988,75,Men,Single,student,OWN,Education,5000000,19600000,18,611,13400000,4400000,14400000,4600000,4.57,0,4,Approved
4989,61,Women,Single,student,OWN,Business,4500000,17200000,6,832,2700000,8500000,10900000,6700000,4.11,20,3,Approved
4990,37,Women,Married,employed,RENT,Personal,7900000,22700000,18,508,6600000,7000000,31600000,8900000,5.21,20,3,Rejected
4991,37,Women,Married,employed,RENT,Personal,7900000,22700000,18,508,6600000,7000000,31600000,8900000,5.21,20,3,Rejected
4992,37,Women,Married,employed,RENT,Personal,7900000,22700000,18,508,6600000,7000000,31600000,8900000,5.21,20,3,Rejected
4993,23,Women,Married,student,MORTGAGE,Business,5100000,13500000,20,840,1400000,5300000,14700000,4500000,3.15,4,2,Approved
4994,51,Men,Married,employed,RENT,Personal,3700000,7600000,14,794,9500000,7300000,12100000,4500000,0.46,15,5,Approved
4995,27,Women,Married,student,OWN,Education,5300000,17800000,12,889,15300000,500000,14900000,6800000,5.0,2,3,Approved
4996,71,Women,Married,employed,RENT,Education,200000,500000,16,765,600000,100000,600000,100000,0.78,4,3,Approved
4997,41,Women,Single,self employed,RENT,Home Renovation,9000000,18600000,16,518,18400000,17600000,28900000,10300000,3.34,1,1,Rejected
4998,41,Women,Single,self employed,RENT,Home Renovation,9000000,18600000,16,518,18400000,17600000,28900000,10300000,3.34,1,1,Rejected
4999,41,Women,Single,self employed,RENT,Home Renovation,9000000,18600000,16,518,18400000,17600000,28900000,10300000,3.34,1,1,Rejected
5000,53,Women,Married,student,MORTGAGE,Personal,6900000,17100000,4,694,4200000,6100000,27000000,6000000,8.83,3,1,Approved
5001,31,Men,Married,student,MORTGAGE,Vehicle,700000,2300000,8,663,700000,500000,2800000,1000000,4.48,6,1,Approved
5002,54,Women,Single,self employed,OWN,Business,2500000,8900000,2,662,4000000,2100000,9700000,3000000,0.74,17,2,Approved
5003,38,Men,Single,student,MORTGAGE,Education,4600000,14400000,14,642,10100000,8700000,11100000,4800000,1.25,2,4,Approved
5004,35,Women,Married,student,RENT,Vehicle,1000000,3900000,10,701,2200000,1000000,4000000,900000,5.74,5,2,Approved
5005,40,Women,Married,employed,OWN,Education,9200000,30100000,6,632,23700000,6600000,34200000,6200000,8.54,19,4,Approved
5006,29,Women,Married,employed,OWN,Education,2200000,4400000,2,861,1300000,2600000,4500000,2300000,7.04,1,2,Approved
5007,71,Men,Single,employed,MORTGAGE,Business,9700000,33300000,12,784,14600000,15800000,37900000,6500000,6.57,6,2,Approved
5008,29,Men,Married,self employed,MORTGAGE,Medical,5500000,18200000,4,332,8100000,4000000,16400000,5600000,0.3,5,1,Approved
5009,60,Men,Married,employed,OWN,Personal,1300000,3400000,2,763,3800000,200000,5100000,1400000,6.2,11,2,Approved
5010,80,Men,Married,employed,MORTGAGE,Medical,7900000,19100000,2,593,20800000,12200000,26100000,7800000,3.18,20,5,Approved
5011,67,Men,Married,self employed,RENT,Business,4300000,8800000,6,512,7200000,6500000,16900000,2700000,3.1,5,1,Rejected
5012,67,Men,Married,self employed,RENT,Business,4300000,8800000,6,512,7200000,6500000,16900000,2700000,3.1,5,1,Rejected
5013,67,Men,Married,self employed,RENT,Business,4300000,8800000,6,512,7200000,6500000,16900000,2700000,3.1,5,1,Rejected
5014,67,Men,Married,self employed,RENT,Business,4300000,8800000,6,512,7200000,6500000,16900000,2700000,3.1,5,1,Rejected
5015,67,Men,Married,self employed,RENT,Business,4300000,8800000,6,512,7200000,6500000,16900000,2700000,3.1,5,1,Rejected
5016,74,Men,Single,student,MORTGAGE,Personal,3800000,13300000,6,655,9600000,0,8600000,2600000,3.11,9,1,Approved
5017,79,Men,Married,employed,MORTGAGE,Medical,8700000,24700000,8,369,4000000,800000,31100000,4800000,9.77,17,4,Rejected
5018,56,Men,Married,self employed,OWN,Home Renovation,1300000,3100000,14,348,1500000,600000,3900000,600000,4.55,2,4,Rejected
5019,56,Men,Married,self employed,OWN,Home Renovation,1300000,3100000,14,348,1500000,600000,3900000,600000,4.55,2,4,Rejected
5020,56,Men,Married,self employed,OWN,Home Renovation,1300000,3100000,14,348,1500000,600000,3900000,600000,4.55,2,4,Rejected
5021,56,Men,Married,self employed,OWN,Home Renovation,1300000,3100000,14,348,1500000,600000,3900000,600000,4.55,2,4,Rejected
5022,35,Men,Married,self employed,OWN,Business,6800000,16800000,10,736,2000000,2600000,23800000,5600000,1.36,11,4,Approved
5023,54,Men,Married,employed,MORTGAGE,Business,9100000,24000000,20,353,25100000,9200000,26100000,10900000,3.99,16,3,Rejected
5024,45,Men,Single,employed,OWN,Business,3000000,11300000,16,478,5600000,2000000,9800000,2000000,0.78,11,5,Rejected
5025,45,Men,Single,employed,OWN,Business,3000000,11300000,16,478,5600000,2000000,9800000,2000000,0.78,11,5,Rejected
5026,22,Men,Single,self employed,RENT,Business,1200000,3000000,4,827,3200000,600000,2300000,1500000,3.19,17,2,Approved
5027,46,Men,Married,self employed,OWN,Medical,5000000,16900000,12,517,2200000,1500000,15500000,5400000,6.03,3,1,Rejected
5028,30,Women,Single,self employed,MORTGAGE,Education,9700000,24700000,18,648,15100000,600000,25200000,6800000,1.12,0,4,Approved
5029,43,Women,Married,student,OWN,Medical,7000000,23800000,10,689,8400000,5400000,15700000,7800000,7.14,2,5,Approved
5030,33,Men,Single,self employed,MORTGAGE,Personal,4100000,9100000,20,550,9900000,5200000,10800000,4800000,8.92,2,2,Approved
5031,45,Women,Married,student,MORTGAGE,Vehicle,5300000,12900000,20,826,15500000,6800000,12000000,5200000,6.46,2,5,Approved
5032,30,Women,Married,self employed,RENT,Medical,7300000,19200000,14,599,18400000,5400000,15900000,3700000,7.66,16,2,Approved
5033,42,Women,Married,employed,MORTGAGE,Education,6500000,18500000,16,815,6300000,10000000,13400000,4000000,9.33,16,1,Approved
5034,77,Men,Married,self employed,OWN,Medical,600000,1400000,4,761,800000,500000,2100000,300000,5.19,16,3,Approved
5035,80,Men,Married,student,RENT,Personal,5200000,15000000,20,432,6900000,5000000,15600000,5100000,10.0,11,3,Rejected
5036,80,Men,Married,student,RENT,Personal,5200000,15000000,20,432,6900000,5000000,15600000,5100000,10.0,11,3,Rejected
5037,80,Men,Married,student,RENT,Personal,5200000,15000000,20,432,6900000,5000000,15600000,5100000,10.0,11,3,Rejected
5038,54,Women,Single,self employed,MORTGAGE,Medical,2800000,9200000,18,442,5800000,4800000,8400000,1300000,0.77,15,5,Rejected
5039,54,Women,Single,self employed,MORTGAGE,Medical,2800000,9200000,18,442,5800000,4800000,8400000,1300000,0.77,15,5,Rejected
5040,60,Men,Single,student,MORTGAGE,Home Renovation,7800000,23300000,6,620,3500000,2100000,22200000,7600000,5.3,6,3,Approved
5041,44,Women,Single,self employed,RENT,Business,3000000,6500000,4,476,7900000,300000,9400000,1500000,9.23,14,1,Rejected
5042,72,Women,Married,student,RENT,Home Renovation,9300000,34900000,6,837,27400000,800000,21400000,8500000,3.95,2,3,Approved
5043,57,Men,Single,student,OWN,Personal,5100000,18000000,6,510,13400000,6600000,17200000,7600000,5.71,7,1,Rejected
5044,57,Men,Single,student,OWN,Personal,5100000,18000000,6,510,13400000,6600000,17200000,7600000,5.71,7,1,Rejected
5045,64,Men,Married,student,MORTGAGE,Personal,4300000,16100000,18,849,3800000,6600000,17100000,6400000,4.55,2,2,Approved
5046,20,Women,Single,self employed,MORTGAGE,Vehicle,1100000,2100000,8,737,2900000,2000000,2500000,900000,4.48,9,3,Approved
5047,62,Women,Single,self employed,OWN,Home Renovation,6500000,16200000,10,809,14000000,4700000,13200000,8600000,1.51,4,3,Approved
5048,33,Men,Single,employed,MORTGAGE,Home Renovation,6400000,23000000,8,520,12100000,11400000,16000000,3800000,0.06,6,5,Rejected
5049,33,Men,Single,employed,MORTGAGE,Home Renovation,6400000,23000000,8,520,12100000,11400000,16000000,3800000,0.06,6,5,Rejected
5050,67,Men,Married,student,RENT,Vehicle,7400000,22500000,16,834,6400000,12600000,15700000,6000000,2.42,11,3,Approved
5051,35,Women,Single,student,RENT,Business,8700000,32100000,8,397,8900000,17000000,34700000,4800000,6.35,16,1,Rejected
5052,25,Women,Married,student,RENT,Personal,9200000,24700000,14,438,4800000,16000000,20600000,10700000,4.99,6,5,Rejected
5053,59,Men,Single,self employed,RENT,Home Renovation,6200000,19700000,18,820,11200000,3400000,15600000,4700000,5.33,20,5,Approved
5054,25,Women,Single,self employed,RENT,Vehicle,7000000,20300000,14,837,7700000,2200000,19700000,5500000,7.64,0,1,Approved
5055,70,Women,Married,self employed,OWN,Medical,3800000,10100000,2,571,7400000,6600000,12600000,3300000,5.73,4,5,Approved
5056,28,Men,Single,student,MORTGAGE,Education,4900000,16300000,14,479,1600000,6400000,18600000,2700000,4.93,0,2,Rejected
5057,22,Men,Single,self employed,RENT,Business,7800000,22100000,6,533,11900000,2500000,19300000,10800000,9.87,16,1,Rejected
5058,31,Men,Married,self employed,RENT,Medical,7400000,17200000,8,899,16500000,8700000,16700000,4900000,4.45,0,4,Approved
5059,21,Men,Married,self employed,RENT,Business,4900000,12500000,2,636,14200000,6400000,13900000,5000000,9.04,3,4,Approved
5060,59,Women,Single,self employed,MORTGAGE,Business,5800000,20600000,20,434,8400000,2700000,22600000,7000000,6.03,8,2,Rejected
5061,66,Men,Married,self employed,MORTGAGE,Business,1000000,2800000,12,616,700000,700000,3900000,700000,8.41,1,2,Approved
5062,79,Women,Married,self employed,MORTGAGE,Medical,5500000,11600000,6,745,9400000,8000000,12800000,5400000,1.78,10,5,Approved
5063,49,Men,Married,student,MORTGAGE,Education,1400000,3400000,6,697,2000000,500000,4600000,1600000,8.61,0,3,Approved
